FuelCode,Price,IsAvailable,FuelOutletIdentifier,OutletName,Address,Postcode,Suburb,FuelBrandIdentifier,Longitude,Latitude,BrandIdentifier,BrandName,collection_datetime,collection_date
DL,280.00,True,08720149,Aputula Store,Mon to Fri 9am-12pm & 2pm-4pm. Sat 9am-12pm.  20 Lapadum Street ,0872,Aputula,IN,134.576613,-25.582525,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,280.00,True,08720149,Aputula Store,Mon to Fri 9am-12pm & 2pm-4pm. Sat 9am-12pm.  20 Lapadum Street ,0872,Aputula,IN,134.576613,-25.582525,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,285.00,True,08720150,Areyonga Store ,"Mon to Fri 9am-12pm & 2:30pm-4:30pm.  Lot 2 Lydia Dora Drive, Areyonga Community",0872,Areyonga,IV,132.26893,-24.07402,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,275.00,True,08720150,Areyonga Store ,"Mon to Fri 9am-12pm & 2:30pm-4:30pm.  Lot 2 Lydia Dora Drive, Areyonga Community",0872,Areyonga,IV,132.26893,-24.07402,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,150.10,True,08470151,Goymarr Tourist Park,5816 Kakadu Highway,0847,Burrundie,IN,132.219978,-13.605614,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,260.00,True,08220152,GUNBALANYA SERVICE STATION ,Main Street,0822,OENPELLI,IN,133.055317,-12.326299,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,249.00,True,08220152,GUNBALANYA SERVICE STATION ,Main Street,0822,OENPELLI,IN,133.055317,-12.326299,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,0.00,True,08700153,Ampol Larapinta,Lot 8773/26 Larapinta Drive,0870,Alice Springs,AM,133.85313,-23.70412,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
LAF,203.90,True,08700153,Ampol Larapinta,Lot 8773/26 Larapinta Drive,0870,Alice Springs,AM,133.85313,-23.70412,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,217.90,True,08700153,Ampol Larapinta,Lot 8773/26 Larapinta Drive,0870,Alice Springs,AM,133.85313,-23.70412,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,211.90,True,08700153,Ampol Larapinta,Lot 8773/26 Larapinta Drive,0870,Alice Springs,AM,133.85313,-23.70412,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
U91,190.90,True,08700153,Ampol Larapinta,Lot 8773/26 Larapinta Drive,0870,Alice Springs,AM,133.85313,-23.70412,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,235.00,True,08720154,Stuarts Well Roadhouse,8824/8844 Stuart Highway,0872,HUGH,AM,133.458759,-24.340135,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
LAF,240.00,True,08720154,Stuarts Well Roadhouse,8824/8844 Stuart Highway,0872,HUGH,AM,133.458759,-24.340135,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,250.00,True,08720154,Stuarts Well Roadhouse,8824/8844 Stuart Highway,0872,HUGH,AM,133.458759,-24.340135,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08720155,JERVOIS STATION,13381 Plenty Highway via,0872,ALICE SPRINGS,CA,136.142942,-22.951033,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
P95,0.00,True,08720155,JERVOIS STATION,13381 Plenty Highway via,0872,ALICE SPRINGS,CA,136.142942,-22.951033,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
U91,260.00,True,08720155,JERVOIS STATION,13381 Plenty Highway via,0872,ALICE SPRINGS,CA,136.142942,-22.951033,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08520156,TOP SPRINGS HOTEL,147 Buchanan Highway (Crn Buntine & Buchanan Highway,0852,TOP SPRINGS,IN,131.796902,-16.543589,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,265.00,True,08520156,TOP SPRINGS HOTEL,147 Buchanan Highway (Crn Buntine & Buchanan Highway,0852,TOP SPRINGS,IN,131.796902,-16.543589,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,212.90,True,08700158,BP Alice Springs Truckstop,44a (North) Stuart Hwy,0870,ALICE SPRINGS,BP,133.878276,-23.693574,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,201.90,True,08700158,BP Alice Springs Truckstop,44a (North) Stuart Hwy,0870,ALICE SPRINGS,BP,133.878276,-23.693574,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LPG,169.90,True,08700158,BP Alice Springs Truckstop,44a (North) Stuart Hwy,0870,ALICE SPRINGS,BP,133.878276,-23.693574,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,218.90,True,08700158,BP Alice Springs Truckstop,44a (North) Stuart Hwy,0870,ALICE SPRINGS,BP,133.878276,-23.693574,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,234.90,True,08700158,BP Alice Springs Truckstop,44a (North) Stuart Hwy,0870,ALICE SPRINGS,BP,133.878276,-23.693574,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,212.90,True,08700159,BP Alice Springs Gap Rd (Recharge Petroleum),73 Gap Road ,0870,ALICE SPRINGS,BP,133.872582,-23.716921,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,203.90,True,08700159,BP Alice Springs Gap Rd (Recharge Petroleum),73 Gap Road ,0870,ALICE SPRINGS,BP,133.872582,-23.716921,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,220.90,True,08700159,BP Alice Springs Gap Rd (Recharge Petroleum),73 Gap Road ,0870,ALICE SPRINGS,BP,133.872582,-23.716921,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,234.90,True,08700159,BP Alice Springs Gap Rd (Recharge Petroleum),73 Gap Road ,0870,ALICE SPRINGS,BP,133.872582,-23.716921,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,212.90,True,08700160,BP Sadadeen,70 Spearwood Road,0870,ALICE SPRINGS,BP,133.899943,-23.700637,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,201.90,True,08700160,BP Sadadeen,70 Spearwood Road,0870,ALICE SPRINGS,BP,133.899943,-23.700637,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,218.90,True,08700160,BP Sadadeen,70 Spearwood Road,0870,ALICE SPRINGS,BP,133.899943,-23.700637,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,300.00,True,08220161,Nguiu Ullintjinni Association 24 Hrs Fuel,Lot 406 Puautjimi Street,0822,Wurrumiyanga/Bathurst Island,PM,130.634886,-11.757567,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,320.00,True,08220161,Nguiu Ullintjinni Association 24 Hrs Fuel,Lot 406 Puautjimi Street,0822,Wurrumiyanga/Bathurst Island,PM,130.634886,-11.757567,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,245.00,True,08720162,Red Centre Farm,278 Woodforde Rd (Stuart Highway),0872,TI TREE,IN,133.420507,-22.24557,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,245.00,True,08720162,Red Centre Farm,278 Woodforde Rd (Stuart Highway),0872,TI TREE,IN,133.420507,-22.24557,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08720163,Aileron Roadhouse,"4am-9pm 7 days. Aileron Access Road, off Stuart Highway",0872,Aileron,IN,133.345577,-22.644498,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,280.00,True,08720163,Aileron Roadhouse,"4am-9pm 7 days. Aileron Access Road, off Stuart Highway",0872,Aileron,IN,133.345577,-22.644498,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,290.00,True,08720163,Aileron Roadhouse,"4am-9pm 7 days. Aileron Access Road, off Stuart Highway",0872,Aileron,IN,133.345577,-22.644498,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,194.90,True,08460164,Adelaide River Puma,105 Stuart Highway,0846,ADELAIDE RIVER,PM,131.10611,-13.23891,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,185.40,True,08460164,Adelaide River Puma,105 Stuart Highway,0846,ADELAIDE RIVER,PM,131.10611,-13.23891,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LPG,0.00,True,08460164,Adelaide River Puma,105 Stuart Highway,0846,ADELAIDE RIVER,PM,131.10611,-13.23891,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.90,True,08460164,Adelaide River Puma,105 Stuart Highway,0846,ADELAIDE RIVER,PM,131.10611,-13.23891,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,240.00,True,08220165,West Arnhem Regional Council Fuel Depot,Lot 118,0822,Minjilang,PM,132.577987,-11.150366,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,240.00,True,08220165,West Arnhem Regional Council Fuel Depot,Lot 118,0822,Minjilang,PM,132.577987,-11.150366,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,315.00,True,08720166,Kanparrka Store,23 Multa Road,0872,Haasts Bluff,IN,131.881686,-23.447896,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,260.00,True,08720166,Kanparrka Store,23 Multa Road,0872,Haasts Bluff,IN,131.881686,-23.447896,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,284.00,True,08720167,Ininti Store,Mutitjula Community,0872,Mutitjula,IV,131.064519,-25.347579,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,252.00,True,08720167,Ininti Store,Mutitjula Community,0872,Mutitjula,IV,131.064519,-25.347579,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
U91,0.00,True,08720167,Ininti Store,Mutitjula Community,0872,Mutitjula,IV,131.064519,-25.347579,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,215.90,True,08410168,Darwin River Supermarket,175 Darwin River Road,0841,Darwin River,PM,130.962569,-12.780692,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.90,True,08410168,Darwin River Supermarket,175 Darwin River Road,0841,Darwin River,PM,130.962569,-12.780692,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,203.90,True,08450170,Batchelor Service Centre,27 Rum Jungle Road,0845,Batchelor,PM,131.024666,-13.046233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,215.90,True,08450170,Batchelor Service Centre,27 Rum Jungle Road,0845,Batchelor,PM,131.024666,-13.046233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,207.60,True,08450170,Batchelor Service Centre,27 Rum Jungle Road,0845,Batchelor,PM,131.024666,-13.046233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,235.00,True,08620171,The Elliott Store NT,83 Stuart Highway,0862,Elliott,PM,133.54445,-17.553517,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,250.00,True,08620171,The Elliott Store NT,83 Stuart Highway,0862,Elliott,PM,133.54445,-17.553517,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,225.00,True,08620171,The Elliott Store NT,83 Stuart Highway,0862,Elliott,PM,133.54445,-17.553517,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,245.00,True,08720172,Kings Canyon Resort Service Station and General Store,Luritja Road,0872,Petermann,CA,131.511377,-24.250572,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
LPG,0.00,True,08720172,Kings Canyon Resort Service Station and General Store,Luritja Road,0872,Petermann,CA,131.511377,-24.250572,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
P95,245.00,True,08720172,Kings Canyon Resort Service Station and General Store,Luritja Road,0872,Petermann,CA,131.511377,-24.250572,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
U91,0.00,True,08720172,Kings Canyon Resort Service Station and General Store,Luritja Road,0872,Petermann,CA,131.511377,-24.250572,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
DL,182.50,True,08860173,Aurora Kakadu  ,"Mon to Sun 7am-7pm,  Arnhem Highway",0886,South Alligator,PM,132.479186,-12.67492,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,179.90,True,08860173,Aurora Kakadu  ,"Mon to Sun 7am-7pm,  Arnhem Highway",0886,South Alligator,PM,132.479186,-12.67492,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,245.00,True,08220174,Daly River Inn,Daly River Road,0822,Daly River,PM,130.709128,-13.765407,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,215.00,True,08220174,Daly River Inn,Daly River Road,0822,Daly River,PM,130.709128,-13.765407,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,205.00,True,08520175,Mataranka Central,13 Roper Terrace,0852,Mataranka,IN,133.067712,-14.924114,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,199.00,True,08520175,Mataranka Central,13 Roper Terrace,0852,Mataranka,IN,133.067712,-14.924114,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,215.00,True,08520175,Mataranka Central,13 Roper Terrace,0852,Mataranka,IN,133.067712,-14.924114,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,284.00,True,08720176,Discovery Parks - Glen Helen ,Byrnes Road / Namatjira Drive,0872,West MacDonnell Ranges,IN,132.673207,-23.685993,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,265.00,True,08720176,Discovery Parks - Glen Helen ,Byrnes Road / Namatjira Drive,0872,West MacDonnell Ranges,IN,132.673207,-23.685993,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,235.00,True,08520177,DUNMARRA WAYSIDE INN,13729 Stuart Highway,0852,BIRDUM,SH,133.412717,-16.679732,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
LAF,225.00,True,08520177,DUNMARRA WAYSIDE INN,13729 Stuart Highway,0852,BIRDUM,SH,133.412717,-16.679732,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
P95,235.00,True,08520177,DUNMARRA WAYSIDE INN,13729 Stuart Highway,0852,BIRDUM,SH,133.412717,-16.679732,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
DL,210.00,True,08450178,Litchfield Motel,49 Rum Jungle Rd,0845,Batchelor,BP,131.024511,-13.041652,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,205.00,True,08450178,Litchfield Motel,49 Rum Jungle Rd,0845,Batchelor,BP,131.024511,-13.041652,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,190.00,True,08450178,Litchfield Motel,49 Rum Jungle Rd,0845,Batchelor,BP,131.024511,-13.041652,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,196.90,True,08610179,BP Complex Tennant Creek,"Lot 1041, 216 Paterson Street",0861,Tennant Creek,BP,134.192328,-19.637121,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,199.90,True,08610179,BP Complex Tennant Creek,"Lot 1041, 216 Paterson Street",0861,Tennant Creek,BP,134.192328,-19.637121,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,219.00,True,08610179,BP Complex Tennant Creek,"Lot 1041, 216 Paterson Street",0861,Tennant Creek,BP,134.192328,-19.637121,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,236.90,True,08610179,BP Complex Tennant Creek,"Lot 1041, 216 Paterson Street",0861,Tennant Creek,BP,134.192328,-19.637121,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,232.00,True,08520180,Daly Waters Pub,Lot 24 Stuart Street,0852,Daly Waters,PM,133.369345,-16.253798,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,210.00,True,08520180,Daly Waters Pub,Lot 24 Stuart Street,0852,Daly Waters,PM,133.369345,-16.253798,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,220.00,True,08520180,Daly Waters Pub,Lot 24 Stuart Street,0852,Daly Waters,PM,133.369345,-16.253798,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08200181,Roper Bar ,"1 Jetty Road, Roper Highway",0852,Limmen,IN,134.528786,-14.735076,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,270.00,True,08200181,Roper Bar ,"1 Jetty Road, Roper Highway",0852,Limmen,IN,134.528786,-14.735076,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,203.90,True,08700183,Ampol Teppa Hill,3/34 North Stuart Highway,0870,Alice Springs,AM,133.876074,-23.691003,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,218.90,True,08700183,Ampol Teppa Hill,3/34 North Stuart Highway,0870,Alice Springs,AM,133.876074,-23.691003,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,212.90,True,08700183,Ampol Teppa Hill,3/34 North Stuart Highway,0870,Alice Springs,AM,133.876074,-23.691003,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,194.90,True,08460185,Auto Port Adelaide River,120 Stuart Highway,0846,Adelaide River,BP,131.104685,-13.237805,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,185.40,True,08460185,Auto Port Adelaide River,120 Stuart Highway,0846,Adelaide River,BP,131.104685,-13.237805,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,194.90,True,08460185,Auto Port Adelaide River,120 Stuart Highway,0846,Adelaide River,BP,131.104685,-13.237805,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,0.00,True,08460185,Auto Port Adelaide River,120 Stuart Highway,0846,Adelaide River,BP,131.104685,-13.237805,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,209.50,True,08280186,BP Berrimah OPT (Recharge Petroleum),Cnr Angliss Rd and Fotiades Rd,0828,Berrimah,BP,130.94755,-12.447604,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,205.50,True,08600187,Tennant Creek Service Station,222 Paterson Street,0860,Tennant Creek,UN,134.192451,-19.636383,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,201.50,True,08600187,Tennant Creek Service Station,222 Paterson Street,0860,Tennant Creek,UN,134.192451,-19.636383,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LPG,169.90,True,08600187,Tennant Creek Service Station,222 Paterson Street,0860,Tennant Creek,UN,134.192451,-19.636383,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,222.50,True,08600187,Tennant Creek Service Station,222 Paterson Street,0860,Tennant Creek,UN,134.192451,-19.636383,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,260.00,True,08620188,Midland Caravan Park,102 Stuart Highway,0862,Elliott,CA,133.548101,-17.555759,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
P95,249.00,True,08620188,Midland Caravan Park,102 Stuart Highway,0862,Elliott,CA,133.548101,-17.555759,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
U91,241.00,True,08620188,Midland Caravan Park,102 Stuart Highway,0862,Elliott,CA,133.548101,-17.555759,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
DL,191.80,True,08700190,Refuel Depot Ghan Road,16 Ghan Road,0870,ALICE SPRINGS,AM,133.871466,-23.693791,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P98,210.80,True,08700190,Refuel Depot Ghan Road,16 Ghan Road,0870,ALICE SPRINGS,AM,133.871466,-23.693791,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
U91,190.80,True,08700190,Refuel Depot Ghan Road,16 Ghan Road,0870,ALICE SPRINGS,AM,133.871466,-23.693791,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,191.80,True,08700191,Refuel Australia Truckstop Smith Street,Lot 913 Smith Street,0870,ALICE SPRINGS,AM,133.871034,-23.692967,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,260.00,True,08720193,Arlparra Store,1 Sandover Highway,0872,Arlparra,PM,134.776019,-22.086357,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08720193,Arlparra Store,1 Sandover Highway,0872,Arlparra,PM,134.776019,-22.086357,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,289.90,True,08720194,Barrow Creek Hotel," Open 7 days  07:00 - 21:00, excluding Christmas day - NT Portion 449 Stuart Highway",0872,Barrow Creek,UN,133.889308,-21.531326,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,289.90,True,08720194,Barrow Creek Hotel," Open 7 days  07:00 - 21:00, excluding Christmas day - NT Portion 449 Stuart Highway",0872,Barrow Creek,UN,133.889308,-21.531326,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,199.90,True,08500195,Shell Katherine,7 Gillard Crescent - Corner Zimin Drive,0850,Katherine,SH,132.245342,-14.454156,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
LAF,185.90,True,08500195,Shell Katherine,7 Gillard Crescent - Corner Zimin Drive,0850,Katherine,SH,132.245342,-14.454156,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
P95,198.90,True,08500195,Shell Katherine,7 Gillard Crescent - Corner Zimin Drive,0850,Katherine,SH,132.245342,-14.454156,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
DL,275.00,True,08720196,Ti Tree Farm Garden,26  Spencer Street,0872,Ti Tree,IN,133.41331,-22.12836,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,275.00,True,08720196,Ti Tree Farm Garden,26  Spencer Street,0872,Ti Tree,IN,133.41331,-22.12836,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,280.00,True,08720197,Ti Tree Roadhouse,Lot 3 Stuart Highway,0872,Ti Tree,AM,133.423997,-22.097869,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08720197,Ti Tree Roadhouse,Lot 3 Stuart Highway,0872,Ti Tree,AM,133.423997,-22.097869,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,260.00,True,08720197,Ti Tree Roadhouse,Lot 3 Stuart Highway,0872,Ti Tree,AM,133.423997,-22.097869,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,285.00,True,48250198,Tobermorey Roadhouse,"1 Tobermorey Roadhouse, Plenty Highway",4825,Urandangie,IN,137.973541,-22.274359,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,279.00,True,48250198,Tobermorey Roadhouse,"1 Tobermorey Roadhouse, Plenty Highway",4825,Urandangie,IN,137.973541,-22.274359,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LPG,189.00,True,08200200,My Autocare ,166 Coonawarra Road,0820,Winnellie,IN,130.891404,-12.430993,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,194.90,True,08700201,BP Alice Springs Depot (Recharge Petroleum),20 Whittaker Street,0870,Alice Springs,BP,133.874662,-23.695305,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,194.90,True,08500202,BP Katherine Depot (Recharge Petroleum),Corner Zimin Drive and Gillard Crescent,0850,Katherine,BP,132.24627,-14.4535,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,184.90,True,08500202,BP Katherine Depot (Recharge Petroleum),Corner Zimin Drive and Gillard Crescent,0850,Katherine,BP,132.24627,-14.4535,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,199.90,True,08500202,BP Katherine Depot (Recharge Petroleum),Corner Zimin Drive and Gillard Crescent,0850,Katherine,BP,132.24627,-14.4535,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,217.90,True,08500202,BP Katherine Depot (Recharge Petroleum),Corner Zimin Drive and Gillard Crescent,0850,Katherine,BP,132.24627,-14.4535,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,194.90,True,08500203,Katherine Depot,40 Emungalan Road,0850,Emungalan,PM,132.249913,-14.448127,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,197.90,True,08700204,Alice Springs Depot,12 Dalgety Road,0870,Braitling,PM,133.864862,-23.669213,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,199.90,True,08700204,Alice Springs Depot,12 Dalgety Road,0870,Braitling,PM,133.864862,-23.669213,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,234.90,True,08700204,Alice Springs Depot,12 Dalgety Road,0870,Braitling,PM,133.864862,-23.669213,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,195.80,True,08500205,Refuel Australia Katherine OPT ,4 Bicentennial Road,0850,Katherine South,AM,132.25816,-14.487214,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,0.00,True,08500205,Refuel Australia Katherine OPT ,4 Bicentennial Road,0850,Katherine South,AM,132.25816,-14.487214,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,290.00,True,08720206,Yuendumu Store ,369 Colliston Road,0872,Yuendumu,IV,131.795078,-22.25346,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,290.00,True,08720206,Yuendumu Store ,369 Colliston Road,0872,Yuendumu,IV,131.795078,-22.25346,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,200.00,True,08600207,Red Shop,71 Peko Road,0860,Tennant Creek,IN,134.19919,-19.646463,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,221.00,True,08520208,Wirib Store and Tourism Park,"Lot 1, 13 Victoria Highway",0852,Timber Creek,UN,130.480756,-15.662884,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,217.00,True,08520208,Wirib Store and Tourism Park,"Lot 1, 13 Victoria Highway",0852,Timber Creek,UN,130.480756,-15.662884,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,212.00,True,08520208,Wirib Store and Tourism Park,"Lot 1, 13 Victoria Highway",0852,Timber Creek,UN,130.480756,-15.662884,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,207.50,True,08350209,BP Pinelands NT,869 Stuart Highway ,0829,Holtze,BP,130.96321,-12.45187,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08350209,BP Pinelands NT,869 Stuart Highway ,0829,Holtze,BP,130.96321,-12.45187,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,222.50,True,08350209,BP Pinelands NT,869 Stuart Highway ,0829,Holtze,BP,130.96321,-12.45187,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08350209,BP Pinelands NT,869 Stuart Highway ,0829,Holtze,BP,130.96321,-12.45187,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,207.50,True,08500210,OTR Katherine Truckstop,85 Bicentennial Road,0850,Katherine South,PM,132.27509,-14.47085,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,190.50,True,08500210,OTR Katherine Truckstop,85 Bicentennial Road,0850,Katherine South,PM,132.27509,-14.47085,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,202.50,True,08500210,OTR Katherine Truckstop,85 Bicentennial Road,0850,Katherine South,PM,132.27509,-14.47085,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,219.50,True,08500210,OTR Katherine Truckstop,85 Bicentennial Road,0850,Katherine South,PM,132.27509,-14.47085,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
