address,lat,long,convenient
"54 Main Street, Sheffield TAS 7306",-41.3824595,146.324836,True
"23 NELSON ST, SMITHTON TAS 7330",-40.8518305,145.1199832,True
"2/4 Mersey Main Road, Spreyton TAS 7310",-41.21163,146.34396,True
"8659 Bass Highway , Latrobe TAS 7307",-41.2419602,146.4431184,True
"118 William Street, Devonport TAS 7310",-41.1791219,146.3508217,False
"21 River Road, Wivenhoe TAS 7320",-41.0703394,145.9260796,True
"93 Bass Highway, Somerset TAS 7322",-41.0361023,145.825381,True
"188 Brooker Avenue, North Hobart TAS 7000",-42.8710984,147.3224479,True
"1952 Huon Highway, Grove TAS 7109",-42.9814734,147.0968076,True
"38 Gordon Street, SORELL TAS 7172",-42.7862162,147.5619237,True
"525 Gordon River Road, BUSHY PARK TAS 7140",-42.7060981,146.891887,True
"504 Main Road, Granton TAS 7030",-42.7613419,147.2396487,True
"64 Sandy Bay Road, Battery Point TAS 7004",-42.8895283,147.3306035,True
"16 Patrick Street, Bothwell TAS 7030",-42.3844705,147.0073132,True
"19535 Bass Highway, Detention TAS 7321",-40.8795371,145.4479555,True
"151 East Derwent Highway, Lindisfarne TAS 7015",-42.8480549,147.3623785,True
"4409 Channel Highway, Middleton TAS 7163",-43.2327807,147.2534398,True
"4050 Arthur Highway, Murdunna TAS 7178",-42.9477975,147.8662198,True
"821 Sandfly Road, Sandfly TAS 7150",-42.9840366,147.1954958,True
"29 Grant Street, Fingal TAS 7214",-41.6385293,147.9713271,True
"58 Goderich Street, Invermay TAS 7248",-41.4262971,147.1318728,True
"22790 Bass Highway, Smithton TAS 7330",-40.8577002,145.1330019,True
"156 William Street, DEVONPORT TAS 7310",-41.1752746,146.3517893,False
"2 George Street, Scottsdale TAS 7260",-41.159121,147.518909,True
"119 Arthur Highway, Dunalley TAS 7177",-42.8872929,147.8119103,True
"2 Risby Street, Ulverstone TAS 7315",-41.1581999,146.1757437,True
"121 Glenstone Road, Bridgewater TAS 7030",-42.7217178,147.2322859,True
"16 River Road, Wivenhoe TAS 7320",-41.0733646,145.923983,False
"1 Bollard Drive, Burnie TAS 7320",-41.058771,145.910512,True
"150 Tarleton Street, East Devonport TAS 7310",-41.1866027,146.3709167,True
"18 Ten Mile Track, Scottsdale TAS 7260",-41.1982041,147.5464421,False
"27 Roxford Avenue, Westbury TAS 7303",-41.5090343,146.82896,True
