address,lat,long
"183-187 Mandurah Tce, MANDURAH , Western Australia",-32.5048521,115.7412234
"1 Wilfred Road, CANNING VALE , Western Australia",-32.0870156,115.90438917326203
"180 The Promenade, ELLENBROOK , Western Australia",-31.7747786,115.9610676
"1 Canham Way, GREENWOOD , Western Australia",-31.8222847,115.820611
"342 Beaufort Street, PERTH , Western Australia",-31.9475299,115.8639313
"78 Old York Road, NORTHAM , Western Australia",-31.6492185,116.6834951
"128 West Coast Drive, SORRENTO , Western Australia",-31.8223975,115.7421352
"229B Hampton Road, SOUTH FREMANTLE , Western Australia",-32.0677524,115.7575207
"459 Nicholson Road, CANNING VALE , Western Australia",-32.06335645,115.93630431295259
"4267 South Western Highway, NORTH DANDALUP , Western Australia",-32.5225732,115.9700648
"84 Strelly Street, BUSSELTON , Western Australia",-33.6631886,115.3489759
"2507 Toodyay Road, GIDGEGANNUP , Western Australia",-31.8203756,116.1279746
"9 Norton Prom, DALYELLUP , Western Australia",-33.3958765,115.6372718
"30215 Brand Highway, DONGARA , Western Australia",-29.2525459,114.9603806
"557 Albany Highway, MCKAIL , Western Australia",-34.975944,117.836713
"4 Bayonet Head Road, BAYONET HEAD , Western Australia",-34.9814812,117.9295482
"6 Pelias Street, EXMOUTH , Western Australia",-21.937845,114.1253901
"51 South Western Highway, DONNYBROOK , Western Australia",-33.5795825,115.8404084
"13 Stebbing Road, MADDINGTON , Western Australia",-32.0422095,115.9915629
"1602 Pinjarra Road, PINJARRA , Western Australia",-32.6224211,115.8646532
"121 Quinns Road, QUINNS ROCKS , Western Australia",-31.6726953,115.7085577
"1369 Wanneroo Road, WANNEROO , Western Australia",-31.6916696,115.7599059
"6 Birnam Road, CANNING VALE , Western Australia",-32.0817776,115.9296873
"159 Milner Road, FORRESTFIELD , Western Australia",-31.9571138,115.99674
"630 Karel Ave, JANDAKOT , Western Australia",-32.09023855,115.87053456501667
"390 Nicholson Road, PIARA WATERS , Western Australia",-32.1412973,115.9240888
"1031 Mardie Road, KARRATHA INDUSTRIAL ESTATE , Western Australia",-20.7769247,116.8612558
"58 Montana Cres, ALKIMOS , Western Australia",-31.622793,115.6870108
"2 Wattleglen Ave, ERSKINE , Western Australia",-32.5649613,115.6815331
"370 Baldivis Road, BALDIVIS , Western Australia",-32.2900497,115.8293104
"1133-1135 Albany Highway, BENTLEY , Western Australia",-32.0072457,115.9236938
"52 Thundelarra Drive, GOLDEN BAY , Western Australia",-32.4186874,115.7595014
"1 South Street, KARDINYA , Western Australia",-32.067564,115.8157926
"147-149 Grand Ent, AUSTRALIND , Western Australia",-33.2843055,115.7474506
"227 Morrison Road, MIDVALE , Western Australia",-31.8855824,116.0305084
"276 Port Drive, MINYIRR , Western Australia",-17.997427,122.2042378
"370 Victoria Road, MALAGA , Western Australia",-31.8615307,115.9104038
"9850 Forrest Highway, VITTORIA , Western Australia",-33.3300309,115.6930827
"137 Market Street, CASUARINA , Western Australia",-32.23433035,115.85228391222947
"133 Ghost Gum Bvd, BANKSIA GROVE , Western Australia",-31.7021785,115.8018676
"24 Dooley Street, NAVAL BASE , Western Australia",-32.1973672,115.7847464
"9 Pritchard Street, O'CONNOR , Western Australia",-32.0629923,115.7924559
"3 Herdsman Lane, WANNEROO , Western Australia",,
"83 Flores Road, WEBBERTON , Western Australia",-28.7536322,114.6295498
"1 Harlond Ave, MALAGA , Western Australia",-31.857203,115.8900495
"24 Albany Highway, WILLIAMS , Western Australia",-33.0291241,116.8793503
"5 Albina Ave, ANKETELL , Western Australia",-32.2128758,115.8554486
"Airport Drive (Cnr Paltridge Road), PERTH AIRPORT , Western Australia",,
"2533 Great Northern Highway, BULLSBROOK , Western Australia",-31.67191145,116.03141396291343
"13 Picton Road, EAST BUNBURY , Western Australia",-33.3477258,115.664544
"374 South Street, O'CONNOR , Western Australia",-32.065674,115.8026099
"17 Brisbane Street, PERTH , Western Australia",-31.9419145,115.8610113
"1/1163 Albany Highway, BENTLEY , Western Australia",-32.0072457,115.9236938
"8D Picton Road, EAST BUNBURY , Western Australia",-33.3477258,115.664544
"15 Albatross Cres, EATON , Western Australia",-33.321636,115.7158294
"Cnr Westfield Road & Ypres Road, CAMILLO , Western Australia",,
"190 Railway Pde, BASSENDEAN , Western Australia",-31.9030234,115.9470208
"12 Erade Drive, PIARA WATERS , Western Australia",-32.1182511,115.9165495
"51 Tiffany Ctr, DALYELLUP , Western Australia",-33.396345,115.6356732
"115 Dixon Road, EAST ROCKINGHAM , Western Australia",-32.2769592,115.7827979
"302 Blair Street, SOUTH BUNBURY , Western Australia",-33.34236,115.646089
"200 North Lake Road, KARDINYA , Western Australia",-32.0678243,115.814973
