address,long,lat
"1 Mandurah Road, KWINANA BEACH , Western Australia",115.7811838,-32.2384082
"183-187 Mandurah Tce, MANDURAH , Western Australia",115.7412234,-32.5048521
"1 Wilfred Road, CANNING VALE , Western Australia",115.90438917326205,-32.0870156
"180 The Promenade, ELLENBROOK , Western Australia",115.9610676,-31.7747786
"1 Canham Way, GREENWOOD , Western Australia",115.820611,-31.8222847
"342 Beaufort Street, PERTH , Western Australia",115.8639313,-31.9475299
"78 Old York Road, NORTHAM , Western Australia",116.6834951,-31.6492185
"128 West Coast Drive, SORRENTO , Western Australia",115.7421352,-31.8223975
"229B Hampton Road, SOUTH FREMANTLE , Western Australia",115.7575207,-32.0677524
"459 Nicholson Road, CANNING VALE , Western Australia",115.9363043129526,-32.06335645
"4267 South Western Highway, NORTH DANDALUP , Western Australia",115.9700648,-32.5225732
"84 Strelly Street, BUSSELTON , Western Australia",115.3489759,-33.6631886
"2507 Toodyay Road, GIDGEGANNUP , Western Australia",116.1279746,-31.8203756
"9 Norton Prom, DALYELLUP , Western Australia",115.6372718,-33.3958765
"30215 Brand Highway, DONGARA , Western Australia",114.9603806,-29.2525459
"557 Albany Highway, MCKAIL , Western Australia",117.836713,-34.975944
"4 Bayonet Head Road, BAYONET HEAD , Western Australia",117.9295482,-34.9814812
"6 Pelias Street, EXMOUTH , Western Australia",114.1253901,-21.937845
"51 South Western Highway, DONNYBROOK , Western Australia",115.8404084,-33.5795825
"13 Stebbing Road, MADDINGTON , Western Australia",115.9915629,-32.0422095
"1602 Pinjarra Road, PINJARRA , Western Australia",115.8646532,-32.6224211
"121 Quinns Road, QUINNS ROCKS , Western Australia",115.7085577,-31.6726953
"1369 Wanneroo Road, WANNEROO , Western Australia",115.7599059,-31.6916696
"6 Birnam Road, CANNING VALE , Western Australia",115.9296873,-32.0817776
"159 Milner Road, FORRESTFIELD , Western Australia",115.99674,-31.9571138
"630 Karel Ave, JANDAKOT , Western Australia",115.87053456501668,-32.09023855
"390 Nicholson Road, PIARA WATERS , Western Australia",115.9240888,-32.1412973
"1031 Mardie Road, KARRATHA INDUSTRIAL ESTATE , Western Australia",116.8612558,-20.7769247
"58 Montana Cres, ALKIMOS , Western Australia",115.6870108,-31.622793
"2 Wattleglen Ave, ERSKINE , Western Australia",115.6815331,-32.5649613
"370 Baldivis Road, BALDIVIS , Western Australia",115.8293104,-32.2900497
"1133-1135 Albany Highway, BENTLEY , Western Australia",115.9236938,-32.0072457
"52 Thundelarra Drive, GOLDEN BAY , Western Australia",115.7595014,-32.4186874
"1 South Street, KARDINYA , Western Australia",115.8157926,-32.067564
"147-149 Grand Ent, AUSTRALIND , Western Australia",115.7474506,-33.2843055
"227 Morrison Road, MIDVALE , Western Australia",116.0305084,-31.8855824
"276 Port Drive, MINYIRR , Western Australia",122.2042378,-17.997427
"370 Victoria Road, MALAGA , Western Australia",115.9104038,-31.8615307
"9850 Forrest Highway, VITTORIA , Western Australia",115.6930827,-33.3300309
"137 Market Street, CASUARINA , Western Australia",115.85228391222948,-32.23433035
"133 Ghost Gum Bvd, BANKSIA GROVE , Western Australia",115.8018676,-31.7021785
"24 Dooley Street, NAVAL BASE , Western Australia",115.7847464,-32.1973672
"9 Pritchard Street, O'CONNOR , Western Australia",115.7924559,-32.0629923
"3 Herdsman Lane, WANNEROO , Western Australia",,
"83 Flores Road, WEBBERTON , Western Australia",114.6295498,-28.7536322
"1 Harlond Ave, MALAGA , Western Australia",115.8900495,-31.857203
"24 Albany Highway, WILLIAMS , Western Australia",116.8793503,-33.0291241
"5 Albina Ave, ANKETELL , Western Australia",115.8554486,-32.2128758
"Airport Drive (Cnr Paltridge Road), PERTH AIRPORT , Western Australia",,
"2533 Great Northern Highway, BULLSBROOK , Western Australia",116.03141396291343,-31.67191145
"13 Picton Road, EAST BUNBURY , Western Australia",115.664544,-33.3477258
"374 South Street, O'CONNOR , Western Australia",115.8026099,-32.065674
"17 Brisbane Street, PERTH , Western Australia",115.8610113,-31.9419145
"1/1163 Albany Highway, BENTLEY , Western Australia",115.9236938,-32.0072457
"8D Picton Road, EAST BUNBURY , Western Australia",115.664544,-33.3477258
"15 Albatross Cres, EATON , Western Australia",115.7158294,-33.321636
"Cnr Westfield Road & Ypres Road, CAMILLO , Western Australia",,
"190 Railway Pde, BASSENDEAN , Western Australia",115.9470208,-31.9030234
"12 Erade Drive, PIARA WATERS , Western Australia",115.9165495,-32.1182511
"51 Tiffany Ctr, DALYELLUP , Western Australia",115.6356732,-33.396345
"115 Dixon Road, EAST ROCKINGHAM , Western Australia",115.7827979,-32.2769592
"302 Blair Street, SOUTH BUNBURY , Western Australia",115.646089,-33.34236
"200 North Lake Road, KARDINYA , Western Australia",115.814973,-32.0678243
